college_code,college_name,branch_code,branch_name,seat_type,category,closing_merit_no,closing_percentile
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GOPENS,40678,77.8495773
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GSCS,55830,68.2985361
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GSTS,86718,43.3167495
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GVJS,45691,74.5106403
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GNT1S,41586,77.0666918
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GNT2S,51711,70.9263207
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GNT3S,49334,72.5765063
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,GOBCS,46967,74.0962113
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,LOPENS,30535,83.4045178
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,LSCS,50420,71.6451268
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,LSTS,79098,50.9996691
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,LVJS,40679,77.8495773
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,LNT2S,72814,55.8902921
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,LOBCS,41709,77.0666918
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,DEFOPENS,88218,42.7946749
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,TFWS,19635,89.4077610
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,DEFROBCS,98060,32.4992712
01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,State Level,EWS,52672,70.2135829
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GOPENS,6412,96.4453291
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GSCS,9920,94.6469248
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GSTS,41139,77.1458362
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GVJS,17056,90.8078665
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GNT1S,7766,95.7384206
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GNT2S,9524,94.8196814
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GNT3S,10818,94.1471246
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,GOBCS,6904,96.1905225
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LOPENS,4603,97.3751017
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LSCS,8998,95.1073753
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LSTS,32400,82.4244430
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LVJS,15893,91.4761117
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LNT1S,7378,95.9513400
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LNT2S,14019,92.4735769
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,LOBCS,6218,96.5320687
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,PWDOPENS,79110,50.9996691
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,DEFOPENS,15876,91.4761117
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,TFWS,4763,97.3134328
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,PWDROBCS,79305,50.8162490
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,DEFRSCS,23301,87.4346052
01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,State Level,EWS,7872,95.7059576
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GOPENS,8456,95.3393686
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GSCS,13932,92.5142196
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GSTS,44445,75.4846987
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GVJS,16510,91.1038771
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GNT1S,9228,94.9538024
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GNT2S,9942,94.6205981
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GNT3S,20505,88.9823699
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,GOBCS,8735,95.2545256
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,LOPENS,8400,95.3875689
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,LSCS,14435,92.2302228
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,LSTS,31172,83.1650789
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,LNT1S,21744,88.2761636
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,LNT2S,17754,90.4382847
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,LOBCS,9179,94.9790794
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,PWDOPENS,80636,49.0525702
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,DEFOPENS,24544,86.8356112
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,TFWS,7435,95.9209717
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,PWDROBCS,93664,37.5478565
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,DEFROBCS,28236,84.8614274
01002,"Government College of Engineering, Amravati",0100224610,Information Technology,State Level,EWS,9683,94.7015776
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GOPENS,26610,85.6827453
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GSCS,35923,80.5336015
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GSTS,80097,49.5565410
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GVJS,48372,72.8897104
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GNT1S,27089,85.4043578
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GNT2S,36467,80.2656546
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GNT3S,39928,78.1473584
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,GOBCS,30649,83.3246679
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,LOPENS,26549,85.6913808
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,LSCS,29692,84.0382056
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,LSTS,48168,72.8974176
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,LVJS,40479,77.9458986
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,LNT2S,28122,84.8685155
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,LOBCS,25800,86.1713847
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,PWDOPENS,54377,69.1685966
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,DEFOPENS,78548,51.2359011
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,TFWS,18803,89.9192371
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,DEFROBCS,110745,18.3037194
01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,State Level,EWS,35192,80.8718313
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GOPENS,15492,91.6047864
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GSCS,22933,87.6299679
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GSTS,64864,61.8814494
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GVJS,28519,84.6390824
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GNT1S,20509,88.9823699
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GNT2S,19466,89.5056923
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GNT3S,26282,85.8374792
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,GOBCS,15967,91.4536974
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LOPENS,14248,92.3335702
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LSCS,22745,87.7973797
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LSTS,102922,27.3337429
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LVJS,44740,75.3508645
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LNT1S,20321,89.0594645
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LNT2S,27605,85.0225065
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,LOBCS,13964,92.4845102
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,PWDOPENS,100795,29.3528763
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,DEFOPENS,30393,83.4474115
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,TFWS,11631,93.7141189
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,PWDROBCS,104414,25.8381109
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,DEFROBCS,41669,77.0666918
01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,State Level,EWS,16352,91.1864731
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,GOPENS,49414,72.5765063
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,GSCS,65659,61.4673542
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,GSTS,112169,16.5730741
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,GNT2S,74875,54.1664697
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,GOBCS,52428,70.7220669
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,LOPENS,46383,74.2012741
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,LSCS,64077,62.3799839
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,LOBCS,48202,72.8974176
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,DEFOPENS,113852,14.2210761
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,TFWS,30615,83.3246679
01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,State Level,EWS,51690,70.9370842
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GOPENS,34421,81.4005843
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GSCS,42806,76.4889836
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GSTS,109621,19.4998540
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GVJS,48115,72.8974176
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GNT1S,47757,73.2440997
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GNT2S,43267,75.8471965
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GNT3S,63985,62.3799839
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,GOBCS,39664,78.2814198
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,LOPENS,40195,78.0555027
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,LSCS,61058,64.4979119
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,LSTS,97556,33.0830640
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,LNT1S,81559,48.7700838
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,LNT2S,54000,69.3871747
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,LOBCS,42993,76.4889836
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,DEFOPENS,64866,61.8814494
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,TFWS,21335,88.4908068
01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,State Level,EWS,49115,72.6414198
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,GOPENH,56459,67.7143135
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,GSCH,89272,42.0206383
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,GVJH,64230,62.0823842
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,GNT1H,100270,30.5619889
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,GOBCH,56723,67.4824177
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,LOPENH,24039,87.0274997
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Home University Seats Allotted to Home University Candidates,LOBCH,46268,74.2260244
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,41991,76.9900203
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSCO,46499,74.2012741
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,57201,67.2875491
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,State Level,TFWS,34335,81.4109415
01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,State Level,EWS,107964,21.8821184
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,Home University Seats Allotted to Home University Candidates,LOPENH,77244,52.2301039
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,Home University Seats Allotted to Home University Candidates,LOBCH,84752,45.9187639
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,Home University Seats Allotted to Other Than Home University Candidates,GOPENH,113264,14.9316558
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,108178,21.5067519
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,State Level,TFWS,48609,72.7702415
01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,State Level,EWS,96766,34.1210946
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Home University Seats Allotted to Home University Candidates,GOPENH,110078,19.1072714
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Home University Seats Allotted to Home University Candidates,LOPENH,89462,41.9139826
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Home University Seats Allotted to Other Than Home University Candidates,GOPENH,67801,59.6829046
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Home University Seats Allotted to Other Than Home University Candidates,GSCH,76951,52.4476185
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Home University Seats Allotted to Other Than Home University Candidates,GOBCH,103538,26.7890081
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,47762,73.2440997
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSCO,110780,17.8380677
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,77606,51.9313711
01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,State Level,EWS,115429,12.0998320
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GOPENH,72032,56.7650587
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GSCH,107302,22.4871071
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GSTH,114482,12.9353233
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GVJH,85649,44.9868010
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GNT1H,82211,48.2193247
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GNT2H,83614,46.4456321
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,GOBCH,85512,44.9868010
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,LOPENH,68900,59.0639291
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,LSCH,75744,53.8866742
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Home University Candidates,LOBCH,80795,49.0525702
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Other Than Home University Candidates,GSTH,103344,26.9007793
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Home University Seats Allotted to Other Than Home University Candidates,GNT3H,79917,50.5614783
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,71840,56.7650587
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSCO,79705,50.5614783
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSTO,102216,28.4814025
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GVJO,75155,54.1246150
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GNT1O,91336,39.4227966
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GNT2O,101205,29.3331437
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,74172,54.5241174
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOPENO,85052,45.6704109
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSCO,109364,19.8474395
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOBCO,87000,43.3167495
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,State Level,TFWS,56874,67.4472840
01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,State Level,EWS,97934,32.5908894
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GOPENH,24879,86.5576404
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GSCH,32136,82.5977600
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GSTH,79961,50.5614783
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GVJH,25236,86.4021980
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GNT1H,29891,83.8902317
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GNT2H,29197,84.1949276
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GNT3H,32709,82.3877908
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,GOBCH,26900,85.6064920
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,LOPENH,19777,89.3887863
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,LSCH,40577,77.8495773
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,LSTH,47880,72.9031949
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Home University Candidates,LOBCH,22081,88.0916175
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Home University Seats Allotted to Other Than Home University Candidates,PWDOPENH,118588,7.0709457
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,16974,90.8511759
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSCO,20041,89.2369593
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSTO,68909,59.0639291
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GVJO,17475,90.5561883
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GNT2O,28088,84.8888044
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,17108,90.8078665
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOPENO,12513,93.1886737
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSCO,21545,88.4671878
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOBCO,18498,90.0081429
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,State Level,DEFOPENS,48009,72.9031949
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,State Level,TFWS,10149,94.4876909
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,State Level,DEFROBCS,74646,54.1664697
01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,State Level,EWS,24163,87.0240046
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GOPENH,59291,65.7244332
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GSCH,89956,41.4815869
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GSTH,95997,35.3945703
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GVJH,67364,60.0860804
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GNT1H,84691,45.9187639
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GNT2H,64003,62.3799839
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GNT3H,72385,56.3628587
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,GOBCH,66703,60.6284658
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,LOPENH,50247,71.6451268
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,LSCH,87804,42.8034319
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Home University Candidates,LOBCH,55708,68.2985361
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Home University Seats Allotted to Other Than Home University Candidates,GSTH,114955,12.4299468
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOPENO,44899,75.1821980
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSCO,51672,70.9370842
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GSTO,105465,24.8766135
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GVJO,71131,57.0638559
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GNT2O,75707,53.8866742
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GNT3O,87356,43.3051128
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,GOBCO,51215,71.1253958
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOPENO,41803,77.0311313
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LSCO,48397,72.8897104
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Other Than Home University Seats Allotted to Other Than Home University Candidates,LOBCO,42271,76.6964455
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,State Level,DEFOPENS,117538,8.6023034
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,State Level,TFWS,44044,75.6049358
01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,State Level,EWS,71061,57.2112851
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Home University Seats Allotted to Home University Candidates,GOPENH,41714,77.0666918
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Home University Seats Allotted to Home University Candidates,GSCH,63707,62.3954246
01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Home University Seats Allotted to Home University Candidates,GVJH,66207,60.7344231
